RowNumber,CustomerId,source,Rating,Destination,Gender,Age,Frequency,noofpassanger,Class,MealTaken,TotalTransation,Exited
416,15809616,india,626,Spain,Male,26,8,2,0,0,191420.71,0
417,15720559,australia,487,Germany,Female,61,5,1,0,0,11384.45,1
418,15695632,england,556,France,Female,39,9,1,1,1,94898.1,0
419,15659843,india,643,France,Female,46,6,2,0,0,106781.59,0
420,15615624,australia,605,France,Female,28,6,2,0,0,159508.52,0
421,15810418,england,756,Germany,Female,60,3,1,1,0,93524.19,1
422,15716186,india,586,France,Female,38,2,2,1,0,87168.46,0
423,15674551,australia,535,Germany,Male,40,7,1,1,0,8128.32,1
424,15622834,england,678,France,Female,35,4,1,1,0,125518.32,0
425,15566111,india,596,France,Male,39,9,1,1,0,48963.59,0
426,15784597,australia,648,France,Male,26,9,1,1,0,98368.24,0
427,15652883,england,492,Germany,Male,39,10,2,1,0,148584.61,0
428,15806964,india,702,France,Male,45,0,1,1,1,27474.81,0
429,15576313,australia,486,Germany,Female,40,9,1,1,0,76192.21,0
430,15806467,england,568,Germany,Male,40,1,1,0,0,134600.94,1
431,15597602,india,619,Germany,Male,57,3,1,1,1,72467.99,1
432,15743040,india,724,Germany,Male,41,2,2,0,1,199645.45,0
433,15705521,australia,548,Germany,Female,33,0,1,1,0,42749.85,0
434,15595039,england,545,Germany,Female,37,8,1,1,0,136050.44,1
435,15799384,india,683,France,Male,33,8,1,0,0,73564.44,0
436,15581197,australia,762,France,Female,51,3,1,0,1,85578.63,0
437,15693737,england,627,Germany,Female,30,4,2,1,0,129826.89,0
438,15624623,india,516,France,Male,35,10,2,0,0,119666,0
439,15783501,australia,800,France,Female,38,2,2,1,0,68052.08,0
440,15690134,england,464,Germany,Female,42,3,1,1,1,164104.74,0
441,15782735,india,626,France,Female,35,3,1,0,0,80190.36,0
442,15611088,australia,790,France,Female,31,9,2,1,0,84126.75,0
443,15672145,england,534,France,Female,34,7,2,1,1,70179,0
444,15732628,india,745,France,Male,46,2,1,1,1,118024.1,0
445,15787470,australia,553,Spain,Male,47,3,1,0,0,145704.19,1
446,15803406,england,748,France,Female,26,1,1,0,1,183049.41,0
447,15730460,india,722,France,Male,37,2,1,0,0,120906.83,0
448,15644572,india,501,France,Male,40,4,1,1,1,100433.83,0
449,15694860,australia,675,France,Female,38,6,1,0,0,138777,1
450,15658169,england,778,Spain,Female,47,6,2,1,0,124694.99,0
451,15794396,india,494,Germany,Female,38,7,1,1,0,40084.32,0
452,15785798,australia,850,France,Male,40,9,2,0,1,119232.33,0
453,15710825,england,592,Spain,Male,31,7,1,0,0,43921.36,0
454,15668444,india,590,Spain,Female,44,3,1,1,0,62222.81,0
455,15726631,australia,758,France,Female,39,6,1,0,1,56577,0
456,15733797,england,506,France,Male,36,5,2,1,0,164253.35,0
457,15747960,india,733,France,Male,33,3,1,1,1,7666.73,0
458,15634632,australia,711,France,Male,38,3,2,1,0,68487.51,0
459,15707362,england,514,Germany,Male,43,1,1,0,1,199273.98,1
460,15662976,india,637,Spain,Male,37,8,1,1,1,186062.36,0
461,15732778,australia,468,Germany,Male,29,1,2,1,1,195711.16,0
462,15718443,england,539,France,Male,39,3,2,1,0,36692.17,0
463,15670039,india,509,Spain,Female,25,3,2,1,0,106920.57,0
464,15773792,australia,662,France,Female,32,4,1,1,1,48725.68,1
465,15613786,england,818,Spain,Male,26,4,2,1,1,167036.94,0
466,15726032,india,608,France,Male,33,9,1,1,0,68777.26,0
467,15663252,australia,850,Spain,Female,32,9,2,1,1,18924.92,0
468,15593782,england,816,Germany,Female,38,5,3,1,0,71905.77,1
469,15633283,india,536,France,Male,35,8,2,1,0,64833.28,0
470,15749167,australia,753,France,Male,35,3,2,1,1,184843.77,0
471,15759298,england,631,Spain,Male,27,10,1,1,1,176730.02,0
472,15683625,india,703,France,Male,37,1,1,1,0,20629.4,1
473,15635367,india,774,France,Male,26,2,1,1,0,28415.36,0
474,15681705,australia,785,France,Male,28,8,2,1,0,77231.27,0
475,15603156,england,571,France,Female,33,1,2,1,0,102750.7,0
476,15591986,india,621,Germany,Male,46,6,1,0,0,34580.8,1
477,15798888,australia,605,Germany,Female,31,1,1,1,1,183598.77,0
478,15809722,england,611,France,Female,40,8,2,1,0,147358.27,0
479,15677538,india,569,France,Male,38,7,1,1,1,108469.2,0
480,15797736,australia,658,France,Male,29,4,1,1,1,20612.82,0
481,15695585,england,788,Spain,Male,34,6,1,0,1,181196.76,0
482,15744398,india,525,France,Female,23,5,2,1,0,160249.1,0
483,15750658,australia,798,France,Male,37,8,3,0,0,110783.28,0
484,15578186,england,486,Germany,Male,37,9,2,1,0,144995.33,0
485,15676519,india,615,Spain,Male,61,9,2,1,0,150227.85,1
486,15637954,australia,730,France,Female,35,0,1,1,1,53718.28,0
487,15758639,england,641,France,Male,37,7,2,1,0,75248.3,0
488,15613772,india,542,France,Male,39,3,1,1,1,14353.43,1
489,15731744,india,692,France,Male,30,2,2,0,1,130486.57,0
490,15807709,australia,714,Germany,Female,55,9,1,1,1,100127.71,0
491,15714689,england,591,Spain,Male,29,1,1,1,1,196356.17,0
492,15699005,india,710,France,Female,41,2,1,1,1,9983.88,0
493,15624170,australia,639,France,Female,38,4,2,0,1,118974.77,0
494,15725679,england,531,France,Female,47,6,1,0,0,194998.34,1
495,15585865,india,673,France,Female,38,2,2,0,0,134901.34,1
496,15804256,australia,765,Germany,Male,36,8,2,1,1,72924.56,0
497,15662403,england,622,France,Female,32,6,2,1,0,101057.95,0
498,15733616,india,806,France,Male,40,5,1,1,1,142838.64,0
499,15591995,australia,757,Germany,Male,26,8,2,1,1,127059.04,0
500,15677020,england,570,France,Female,58,8,1,0,1,116503.92,1
501,15727688,india,555,Spain,Male,32,4,2,1,1,54405.79,0
502,15715941,australia,692,France,Male,54,5,2,1,1,88721.84,0
503,15714485,england,774,France,Male,60,5,1,1,0,74135.48,1
504,15730059,india,638,Spain,Male,44,9,2,1,1,111346.22,0
505,15715527,india,543,Spain,Female,41,4,1,0,0,194902.16,0
506,15576623,australia,584,France,Male,31,5,2,1,0,31474.27,0
507,15805565,england,691,Germany,Male,30,7,1,1,0,21198.39,0
508,15677307,india,684,Germany,Female,40,6,1,1,0,186976.6,0
509,15773890,australia,733,France,Male,22,5,2,1,1,117202.19,0
510,15598883,england,599,Spain,Female,37,2,2,1,1,143739.29,0
511,15568506,india,524,Germany,Female,31,10,2,1,1,161811.23,0
512,15761043,australia,632,Germany,Female,38,6,2,1,0,98090.91,0
513,15782236,england,735,Spain,Male,34,5,2,0,0,71095.41,0
514,15593601,india,734,France,Male,34,6,1,1,1,13107.24,0
515,15682048,australia,605,France,Female,51,3,1,1,1,67110.59,1
516,15746902,england,793,Spain,Male,38,9,2,1,0,88225.02,0
517,15752081,india,468,France,Female,56,10,3,0,1,62256.87,1
518,15781307,australia,779,Germany,Male,37,7,2,1,0,135925.72,0
519,15775912,england,698,France,Male,48,4,2,0,1,177815.87,1
520,15745417,india,707,France,Male,58,6,1,0,1,126471.13,0
521,15671256,australia,850,France,Female,35,1,1,1,0,188574.12,1
522,15653547,england,850,France,Male,56,7,1,1,1,119175.45,0
523,15595766,india,527,Spain,Male,37,5,2,1,1,139093.73,0
524,15742358,australia,696,Germany,Male,32,8,1,1,1,115916.55,0
525,15763274,england,661,France,Male,48,3,1,0,0,96463.25,0
526,15786063,india,776,France,Female,31,2,2,1,1,112349.51,0
527,15600258,australia,701,France,Male,43,2,2,1,1,165303.79,0
528,15573318,england,610,France,Male,26,8,2,1,0,166031.08,0
529,15653849,india,572,Germany,Female,48,3,1,1,0,38411.79,1
530,15694272,india,673,France,Male,30,1,1,1,1,77783.35,0
531,15736112,australia,519,Spain,Female,57,2,2,1,1,29871.79,0
532,15749851,england,702,Spain,Female,26,4,1,0,1,59747.63,0
533,15663478,india,729,France,Male,32,6,1,1,1,79919.13,0
534,15592300,australia,543,Spain,Male,35,10,1,1,0,76773.53,0
535,15567832,england,550,France,Female,40,7,1,1,0,54018.93,0
536,15776780,india,608,France,Male,59,1,1,1,0,70649.64,1
537,15592846,australia,639,Germany,Male,35,10,2,1,0,59093.39,0
538,15739803,england,686,Spain,Male,34,9,2,1,0,127569.8,0
539,15794142,india,564,Germany,Female,62,5,3,0,1,18260.98,1
540,15762729,australia,745,Germany,Female,28,1,1,1,0,73275.96,1
541,15667896,england,833,France,Male,37,8,2,1,1,136129.49,0
542,15626578,india,622,France,Male,26,9,2,1,1,153237.59,0
543,15776223,australia,597,France,Female,42,4,1,1,1,106841.12,0
544,15705953,england,721,Spain,Male,51,0,1,1,0,109078.35,1
545,15802593,india,504,France,Female,49,7,3,0,1,87822.14,1
546,15615457,india,842,Spain,Female,44,2,2,1,0,126644.98,0
547,15708916,australia,587,France,Male,38,0,2,1,0,47414.15,0
548,15720187,england,479,Germany,Female,30,7,2,1,0,41879.99,0
549,15595440,india,508,France,Male,49,7,2,1,1,75808.1,0
550,15600651,australia,749,France,Male,24,1,3,1,1,47911.03,0
551,15750141,england,721,Germany,Female,36,3,2,1,0,28737.78,0
552,15657284,india,674,Germany,Male,47,6,1,1,1,2079.2,1
553,15763063,australia,685,Spain,Female,25,10,1,1,0,121562.33,0
554,15709324,england,417,France,Male,34,7,2,1,0,55003.79,0
555,15711309,india,574,Germany,Male,33,3,1,1,0,193131.42,0
556,15775318,australia,590,Spain,Female,51,3,3,0,1,191932.27,1
557,15705515,england,587,Germany,Male,40,5,2,1,0,159418.1,0
558,15634844,india,598,Germany,Male,41,3,1,1,0,191468.78,1
559,15717046,australia,741,Spain,Male,53,3,2,1,1,38913.68,0
560,15571816,england,850,Spain,Female,70,5,1,1,1,705.18,0
561,15670080,india,584,Germany,Female,29,7,1,0,1,138490.03,0
562,15800440,india,650,Spain,Male,61,1,1,0,1,82970.69,0
563,15665678,australia,607,Spain,Male,36,8,1,1,1,76744.72,0
564,15665956,england,509,France,Female,46,1,1,1,0,71244.59,1
565,15788126,india,689,Spain,Female,38,6,1,1,1,12182.15,0
566,15811773,australia,543,France,Male,36,4,2,1,1,141210.5,0
567,15651674,england,438,Spain,Female,54,2,1,0,0,191763.07,1
568,15689614,india,687,Spain,Female,63,1,1,1,1,37938.74,0
569,15795564,australia,737,Germany,Male,31,5,2,1,1,74890.58,0
570,15706647,england,761,France,Male,31,7,3,1,1,166698.18,0
571,15728505,india,601,France,Male,44,1,2,1,1,62678.53,0
572,15730076,australia,651,France,Male,45,1,1,1,0,67740.08,1
573,15622003,england,745,France,Male,35,9,2,1,0,161519.77,0
574,15607312,india,648,Spain,Female,49,10,2,1,1,159835.78,1
575,15644753,australia,848,Spain,Male,40,3,1,1,1,30876.84,0
576,15653620,england,546,France,Female,27,8,2,1,1,14858.1,0
577,15761986,india,439,Spain,Female,32,3,1,1,0,75685.97,0
578,15633922,australia,755,France,Male,30,4,2,0,1,144183.1,0
579,15734674,england,593,France,Female,41,6,1,1,0,65170.66,0
580,15658032,india,701,France,Male,39,2,2,1,1,82526.92,0
581,15692671,australia,701,Spain,Male,36,8,2,1,0,169161.46,0
582,15737741,england,607,Spain,Female,33,2,2,0,1,109291.39,1
583,15576352,india,586,Spain,Female,57,3,2,0,1,6057.81,0
584,15753719,australia,547,Germany,Female,30,9,1,1,0,77077.14,0
585,15803689,england,647,Germany,Female,51,1,2,0,0,54954.51,1
586,15718057,india,760,France,Female,51,2,1,0,0,179614.8,1
587,15722010,india,621,Spain,Male,53,9,1,1,0,35588.07,1
588,15680998,australia,725,France,Male,44,5,1,1,1,117356.14,0
589,15614782,england,526,France,Male,36,1,1,1,0,160696.72,0
590,15591047,india,519,Spain,Female,47,6,2,0,0,147278.43,1
591,15788291,australia,713,Germany,Female,38,7,1,1,1,56594.36,1
592,15604044,england,700,France,Male,38,8,1,1,0,1299.75,0
593,15679587,india,666,France,Female,34,9,1,1,1,25095.03,0
594,15775153,australia,630,Spain,Male,32,4,1,0,0,146326.45,0
595,15603925,england,779,Spain,Female,26,4,2,0,1,38296.21,0
596,15680970,india,611,Germany,Female,41,2,1,1,0,164061.6,0
597,15697183,australia,685,Spain,Male,43,9,2,1,0,107811.28,0
598,15567446,england,646,Germany,Male,39,9,1,1,1,30838.51,0
599,15637476,india,683,Germany,Female,57,5,1,0,0,9221.78,1
600,15714939,australia,484,Germany,Female,34,4,1,0,1,33738.27,0
601,15683503,england,601,France,Female,43,8,3,0,1,110916.15,1
602,15645569,india,762,Spain,Female,26,7,2,1,1,169654.57,0
603,15782569,india,687,France,Female,72,9,1,0,1,69829.4,0
604,15592387,australia,566,France,Male,30,5,1,1,0,54926.51,1
605,15609286,england,702,France,Male,37,10,1,1,1,94728.49,0
606,15814035,india,601,France,Male,29,9,1,1,1,80393.27,0
607,15661249,australia,699,France,Male,53,4,2,0,1,111307.98,0
608,15629117,england,584,France,Male,28,10,2,1,0,19834.32,0
609,15607170,india,699,France,Male,35,5,2,1,1,78397.24,0
610,15586585,australia,698,Germany,Female,51,2,1,1,0,86410.28,0
611,15686611,england,495,France,Male,30,10,1,0,0,172749.65,0
612,15603203,india,650,France,Female,27,6,2,1,0,1002.39,0
613,15619857,australia,605,France,Female,64,2,1,1,1,13601.79,0
614,15805062,england,667,Spain,Male,38,1,1,1,1,77866.91,0
615,15660271,india,688,Germany,Male,26,8,1,1,1,175296.76,0
616,15745295,australia,727,Spain,Female,31,0,1,1,0,121751.04,1
617,15719352,england,754,Spain,Male,39,6,2,1,0,89593.26,0
618,15766575,india,612,Germany,Female,62,8,1,1,0,193437.89,1
619,15594594,india,546,Spain,Male,42,7,1,1,1,86945,0
620,15646161,australia,673,Spain,Female,37,8,2,1,1,183318.79,0
621,15682585,england,593,France,Male,35,9,1,1,0,71154.1,0
622,15603134,india,656,Spain,Female,40,10,1,0,1,151887.16,0
623,15636444,australia,535,Germany,Female,53,5,2,1,1,75888.65,0
624,15773456,england,678,Germany,Male,36,3,2,0,1,89566.74,0
625,15745307,india,477,Spain,Female,48,2,1,0,1,26475.79,0
626,15604119,australia,850,Spain,Male,35,7,1,0,0,126355.8,0
627,15626900,england,427,France,Male,29,1,1,1,1,93839.3,0
628,15605447,india,752,France,Male,49,2,1,1,0,7698.6,0
629,15589030,australia,649,France,Male,47,1,2,1,1,145593.85,0
630,15692463,england,799,Spain,Female,28,3,1,1,0,45042.56,0
631,15712403,india,589,France,Female,61,1,1,1,0,61108.56,1
632,15811762,australia,583,Germany,Female,54,6,1,1,0,57553.98,1
633,15718673,england,839,Spain,Female,33,10,1,1,0,62674.42,0
634,15724282,india,540,Germany,Male,44,3,2,1,1,12120.79,0
635,15738181,australia,850,France,Male,31,6,2,0,0,50129.87,1
636,15633648,england,696,Spain,Female,51,5,2,1,0,55022.43,0
637,15603323,india,660,Spain,Female,33,1,2,0,0,117834.91,0
638,15583725,australia,682,France,Male,48,1,1,0,1,168840.23,0
639,15588350,england,744,France,Female,43,10,1,0,1,24234.11,0
640,15798398,india,785,France,Female,36,4,1,0,0,190627.01,0
641,15784844,australia,752,Spain,Male,48,5,1,1,0,156618.38,1
642,15580684,england,706,France,Female,29,5,1,1,0,42334.38,0
643,15809663,india,583,France,Female,27,1,1,1,1,110784.42,0
644,15640078,india,660,Germany,Female,39,5,1,1,0,173683,1
645,15698786,australia,819,France,Female,39,9,1,1,0,27046.46,1
646,15569807,england,673,France,Female,34,8,1,1,0,20598.59,1
647,15730830,india,752,France,Female,30,3,2,1,1,104991.28,0
648,15805112,australia,578,France,Male,38,7,1,1,0,8996.97,0
649,15633064,england,438,France,Female,36,4,2,1,0,64420.5,0
650,15703119,india,652,France,Male,38,6,2,1,1,145700.22,0
651,15730447,australia,629,France,Female,49,4,2,1,1,196335.48,0
652,15813850,england,720,France,Male,52,7,1,1,1,14781.12,0
653,15711889,india,668,France,Male,42,3,1,1,0,108139.23,0
654,15664610,australia,459,Germany,Male,48,4,1,1,1,19287.06,1
655,15751710,england,729,Spain,Male,31,8,2,1,1,9567.39,0
656,15692926,india,498,Germany,Male,25,8,1,1,1,132210.49,0
657,15813741,australia,549,Spain,Male,25,6,1,0,1,21600.11,0
658,15698474,england,601,Germany,Female,54,1,2,1,1,199661.5,0
659,15568595,india,544,France,Male,64,9,1,1,1,124341.49,0
660,15603065,india,751,France,Female,30,6,2,1,0,15766.1,0
661,15592937,australia,632,Germany,Female,41,3,1,1,1,33642.21,0
662,15699637,england,694,Spain,Male,57,8,1,1,1,117704.65,0
663,15667215,india,678,France,Male,31,2,2,1,1,58803.28,0
664,15788659,australia,695,France,Male,46,4,2,1,1,137537.22,0
665,15763218,england,661,France,Female,41,1,2,0,1,131300.68,0
666,15645772,india,661,France,Male,33,9,2,1,1,84174.81,0
667,15725511,australia,559,France,Female,31,3,1,0,1,160941.78,0
668,15575024,england,503,France,Male,29,3,2,1,1,143954.99,0
669,15640825,india,695,Spain,Male,46,3,1,1,1,56297.85,0
670,15662397,australia,640,France,Female,42,5,1,1,1,8404.73,0
671,15576368,england,624,Germany,Female,48,3,2,0,0,30020.09,0
672,15674991,india,667,France,Male,42,9,2,0,1,58137.42,0
673,15721024,australia,642,France,Male,26,0,1,0,0,47472.68,0
674,15745621,england,640,Spain,Female,32,6,2,1,1,19131.71,0
675,15642394,india,529,Spain,Male,35,5,2,1,1,187288.5,0
676,15754605,india,563,France,Female,39,5,2,1,1,17603.81,0
677,15607040,australia,593,Spain,Female,38,4,2,1,0,67020.03,0
678,15715142,england,739,Germany,Male,45,7,1,0,1,147802.94,1
679,15810978,india,788,Spain,Female,70,1,2,1,1,41610.62,0
680,15668886,australia,684,Spain,Female,38,3,2,1,0,44255.65,0
681,15780804,england,482,France,Male,55,5,1,0,1,78416.14,0
682,15613880,india,591,Spain,Male,58,5,1,0,1,137254.55,0
683,15775238,australia,651,Germany,Female,41,4,1,0,1,151303.48,0
684,15786905,england,749,Germany,Female,40,8,2,0,0,86333.63,0
685,15747867,india,583,France,Male,24,9,1,0,0,89801.9,0
686,15600337,australia,661,Spain,Male,42,2,1,0,0,29358.57,1
687,15801277,england,715,France,Female,31,2,2,1,1,181600.72,0
688,15579334,india,769,Germany,Female,45,5,1,1,0,124118.71,1
689,15802741,australia,625,France,Female,51,7,1,1,0,38867.46,1
690,15720649,england,641,France,Female,36,5,1,1,0,31106.67,0
691,15589493,india,716,Germany,Male,27,1,2,1,0,67611.36,0
692,15688251,australia,767,France,Male,43,1,2,1,0,77837.63,0
693,15665238,england,745,Germany,Male,36,8,1,0,0,6078.46,0
694,15740900,india,589,France,Male,34,6,2,1,1,177896.92,0
695,15681068,australia,796,France,Female,45,2,1,1,1,123882.73,0
696,15748625,england,664,France,Male,57,6,2,1,1,15304.08,0
697,15727299,india,445,Spain,Male,62,1,1,1,1,76569.64,1
698,15620204,australia,543,Germany,Female,57,1,2,1,1,120657.32,1
699,15669516,england,746,Spain,Male,36,2,2,1,1,16436.56,0
700,15736534,india,742,Germany,Male,33,0,1,1,1,107667.91,0
701,15803457,india,750,France,Female,32,5,2,1,0,95611.47,0
702,15659098,australia,669,France,Male,30,7,1,0,0,19799.26,0
703,15603436,england,594,Spain,Female,49,2,2,0,1,123214.74,0
704,15566292,india,574,Spain,Male,36,1,2,0,1,71709.12,0
705,15808621,australia,659,Germany,Male,36,2,2,1,1,149066.14,0
706,15580148,england,750,Germany,Male,40,5,3,1,0,20451.99,1
707,15776231,india,626,Germany,Male,35,4,1,1,1,32825.5,0
708,15773809,australia,620,France,Male,42,4,2,1,0,6232.31,0
709,15649423,england,580,France,Female,35,8,2,0,1,10357.03,0
710,15734886,india,686,France,Female,34,3,2,1,0,147794.63,0
711,15722548,australia,540,France,Male,48,0,1,0,0,116973.48,0
712,15650288,england,634,Germany,Male,35,6,1,1,0,129964.94,0
713,15629448,india,632,Spain,Male,38,1,1,1,0,92816.86,0
714,15716164,australia,501,France,Female,41,3,1,1,0,172114.67,0
715,15807609,england,650,Spain,Female,25,3,3,1,0,16649.31,1
716,15578977,india,786,France,Male,34,9,2,1,0,144517.19,0
717,15677369,india,554,Germany,Female,37,4,1,0,0,182038.6,0
718,15804072,australia,701,Spain,Female,42,5,2,0,0,24210.56,0
719,15696859,england,474,France,Male,45,10,2,0,0,172175.9,0
720,15653780,india,621,France,Female,43,5,1,1,1,47578.45,0
721,15721658,australia,672,Spain,Female,56,2,2,1,1,150694.42,1
722,15578761,england,459,Spain,Female,42,6,2,1,1,177683.02,1
723,15736879,india,669,France,Male,23,1,2,0,0,66088.83,0
724,15571973,australia,776,France,Female,38,2,1,1,0,169291.7,0
725,15626742,england,694,France,Male,36,3,1,1,1,117140.41,0
726,15672692,india,787,France,Female,42,10,2,1,1,79510.37,0
727,15673570,australia,580,France,Male,37,9,2,0,1,77108.66,0
728,15767432,england,711,France,Female,25,7,3,1,1,9679.28,0
729,15654238,india,673,France,Female,40,5,1,1,0,81753.92,0
730,15612525,australia,499,France,Female,57,1,1,0,0,131372.38,1
731,15812750,england,591,France,Male,24,6,1,1,1,25310.82,0
732,15790757,india,769,France,Female,25,10,2,0,0,187925.75,0
733,15723873,india,657,Spain,Male,31,3,1,0,0,98820.39,0
734,15744607,australia,738,Germany,Male,43,9,2,1,0,64166.7,1
735,15612966,england,545,Germany,Female,60,7,1,0,1,176924.21,1
736,15784209,india,497,France,Male,47,6,1,1,1,90055.08,0
